
befriend	0.0	0.0	0.0	0.455
beg	0.0	0.0	0.484	0.0
beggar	0.0	0.0	0.422	0.0
beginnings	0.0	0.0	0.0	0.422
behappy	0.0	0.0	0.0	0.734
behemoth	0.0	0.439	0.0	0.0
belittle	0.531	0.344	0.672	0.0
belligerent	0.841	0.594	0.0	0.0
bellows	0.562	0.0	0.0	0.0
belt	0.364	0.266	0.0	0.0
benevolence	0.0	0.0	0.0	0.469
benign	0.0	0.0	0.0	0.074
bereaved	0.0	0.0	0.92	0.0
bereavement	0.0	0.0	0.922	0.0
berserk	0.812	0.0	0.0	0.0
bestdayever	0.0	0.0	0.0	0.938
bestfeeling	0.0	0.0	0.0	0.712
bestfriends	0.0	0.0	0.0	0.682
bestial	0.0	0.639	0.0	0.0
besties	0.0	0.0	0.0	0.656
betray	0.625	0.0	0.594	0.0
betrayal	0.561	0.0	0.734	0.0
betrayed	0.0	0.0	0.848	0.0
betrothed	0.0	0.0	0.0	0.485
beware	0.0	0.547	0.0	0.0
bewildered	0.0	0.438	0.0	0.0
bewilderment	0.0	0.312	0.0	0.0
bias	0.345	0.0	0.0	0.0
bickering	0.578	0.0	0.0	0.0
bier	0.0	0.422	0.5	0.0
bigday	0.0	0.109	0.0	0.0
biggestfear	0.0	0.797	0.0	0.0
bigot	0.603	0.422	0.0	0.0
bigoted	0.53	0.281	0.574	0.0
bile	0.515	0.0	0.0	0.0
biopsy	0.0	0.516	0.0	0.0
birch	0.135	0.172	0.0	0.0
birth	0.0	0.203	0.0	0.453
birthday	0.0	0.0	0.0	0.691
birthplace	0.051	0.0	0.0	0.0
bitch	0.803	0.297	0.406	0.0
bitterly	0.609	0.0	0.625	0.0
bitterness	0.594	0.0	0.578	0.0
bittersweet	0.0	0.0	0.453	0.0
black	0.0	0.0	0.281	0.0
blackmail	0.55	0.612	0.0	0.0
blackness	0.0	0.484	0.375	0.0
blackout	0.0	0.406	0.0	0.0
blame	0.484	0.0	0.0	0.0
blasphemous	0.712	0.0	0.0	0.0
blasphemy	0.576	0.0	0.0	0.0
blast	0.606	0.688	0.0	0.0
blatant	0.42	0.0	0.0	0.0
blaze	0.578	0.0	0.0	0.0
bleak	0.0	0.0	0.656	0.0
bleeding	0.0	0.609	0.673	0.0
blemish	0.136	0.266	0.31	0.0
bless	0.0	0.0	0.0	0.561
blessed	0.0	0.0	0.0	0.833
blessing	0.0	0.0	0.0	0.844
blessings	0.0	0.0	0.0	0.75
blight	0.0	0.312	0.591	0.0
blighted	0.0	0.0	0.656	0.0
blindfold	0.0	0.266	0.0	0.0
blindly	0.0	0.0	0.344	0.0
blindness	0.0	0.0	0.516	0.0
bliss	0.0	0.0	0.0	0.971
blissful	0.0	0.0	0.0	0.879
blizzard	0.0	0.656	0.0	0.0
blob	0.0	0.5	0.0	0.0
blockade	0.409	0.582	0.234	0.0
blood	0.0	0.525	0.0	0.0
bloodshed	0.864	0.859	0.836	0.0
bloodthirsty	0.875	0.922	0.0	0.0
bloody	0.781	0.781	0.806	0.0
bloom	0.0	0.0	0.0	0.5
blossom	0.0	0.0	0.0	0.53
bluddy	0.562	0.0	0.0	0.0
blue	0.0	0.0	0.4	0.0
blues	0.0	0.219	0.438	0.0
blunder	0.0	0.0	0.219	0.0
bogus	0.273	0.0	0.0	0.0
boisterous	0.307	0.0	0.0	0.667
bomb	0.766	0.935	0.621	0.0
bombard	0.641	0.74	0.0	0.0
bombardment	0.606	0.844	0.0	0.0
bomber	0.0	0.734	0.547	0.0
bombers	0.0	0.797	0.0	0.0
bombing	0.0	0.938	0.0	0.0
bonanza	0.0	0.0	0.0	0.812
bondage	0.0	0.547	0.328	0.0
bonding	0.0	0.0	0.0	0.469
bonus	0.0	0.0	0.0	0.547
boo	0.0	0.0	0.094	0.0
books	0.0	0.0	0.0	0.136
bookstore	0.0	0.0	0.0	0.125
boooo	0.0	0.0	0.219	0.0
boredom	0.0	0.0	0.235	0.0
bothering	0.344	0.0	0.435	0.0
bottom	0.0	0.0	0.223	0.0
bottomless	0.0	0.359	0.0	0.0
bountiful	0.0	0.0	0.0	0.667
bounty	0.0	0.0	0.0	0.485
bouquet	0.0	0.0	0.0	0.484
bout	0.5	0.0	0.0	0.0
bouttime	0.0	0.0	0.0	0.212
boxing	0.394	0.0	0.0	0.0
boyfriend	0.0	0.0	0.0	0.48
brat	0.351	0.0	0.0	0.0
brawl	0.861	0.688	0.0	0.0
brazen	0.5	0.0	0.0	0.0
break	0.0	0.0	0.0	0.156
breakdown	0.0	0.469	0.0	0.0
breakfast	0.0	0.0	0.0	0.242
breakingnews	0.0	0.25	0.0	0.0
breakup	0.0	0.0	0.609	0.0
breathtaking	0.0	0.0	0.0	0.728
breeze	0.0	0.0	0.0	0.297
breezy	0.0	0.0	0.0	0.219
bridal	0.0	0.0	0.0	0.531
bride	0.0	0.0	0.0	0.471
bridegroom	0.0	0.0	0.0	0.469
bridesmaid	0.0	0.0	0.0	0.338
brigade	0.0	0.547	0.0	0.0
brighten	0.0	0.0	0.0	0.719
brightens	0.0	0.0	0.0	0.682
brighter	0.0	0.0	0.0	0.625
brilliant	0.0	0.0	0.0	0.859
brimstone	0.392	0.391	0.0	0.0
brisk	0.0	0.0	0.0	0.212
broil	0.516	0.0	0.0	0.0
broke	0.0	0.438	0.484	0.0
broken	0.359	0.531	0.594	0.0
brokenheart	0.0	0.0	0.792	0.0
brotherly	0.0	0.0	0.0	0.516
brrr	0.328	0.0	0.0	0.0
brunt	0.5	0.0	0.0	0.0
brutal	0.719	0.828	0.0	0.0
brutality	0.959	0.922	0.0	0.0
brute	0.581	0.5	0.391	0.0
bubble	0.0	0.0	0.0	0.141
buck	0.0	0.234	0.0	0.0
buddha	0.0	0.0	0.0	0.273
buddhism	0.0	0.0	0.0	0.266
buddhist	0.0	0.0	0.0	0.281
buddy	0.0	0.0	0.0	0.427
buffering	0.279	0.0	0.0	0.0
buffet	0.029	0.0	0.0	0.0
bug	0.0	0.188	0.0	0.0
bugaboo	0.273	0.328	0.304	0.0
bully	0.688	0.656	0.578	0.0
bum	0.0	0.0	0.438	0.0
bummed	0.0	0.0	0.547	0.0
bummer	0.139	0.0	0.439	0.0
bunker	0.0	0.375	0.0	0.0
burdensome	0.0	0.422	0.634	0.0
burglar	0.0	0.594	0.0	0.0
burial	0.304	0.703	0.812	0.0
buried	0.0	0.531	0.703	0.0
burke	0.364	0.359	0.234	0.0
bury	0.0	0.0	0.781	0.0
buss	0.0	0.0	0.0	0.136
busted	0.455	0.516	0.0	0.0
butcher	0.578	0.609	0.0	0.0
buzz	0.0	0.234	0.0	0.0
buzzing	0.0	0.0	0.0	0.281
cabal	0.0	0.438	0.0	0.0
cacophony	0.406	0.0	0.0	0.0
cad	0.359	0.0	0.0	0.0
cadaver	0.0	0.688	0.853	0.0
cage	0.0	0.0	0.391	0.0
calamity	0.0	0.0	0.709	0.0
calf	0.0	0.0	0.0	0.04
callous	0.545	0.0	0.0	0.0
calm	0.0	0.0	0.0	0.394
calming	0.0	0.0	0.0	0.47
calmness	0.0	0.0	0.0	0.422
campaigning	0.151	0.125	0.0	0.0
camping	0.0	0.0	0.0	0.221
cancel	0.0	0.0	0.234	0.0
cancellation	0.0	0.0	0.438	0.0
cancer	0.577	0.828	0.875	0.0
candid	0.0	0.0	0.0	0.281
candle	0.0	0.0	0.0	0.234
candlelight	0.0	0.0	0.0	0.424
candles	0.0	0.0	0.0	0.25
cane	0.25	0.219	0.0	0.0
canker	0.323	0.0	0.0	0.0
cannibal	0.0	0.74	0.0	0.0
cannon	0.375	0.547	0.0	0.0
cantbreathe	0.0	0.641	0.0	0.0
canthandleit	0.0	0.484	0.0	0.0
cantstandit	0.529	0.0	0.0	0.0
cantwin	0.409	0.0	0.0	0.0
capslock	0.242	0.0	0.0	0.0
captivate	0.0	0.0	0.0	0.656
captive	0.0	0.517	0.576	0.0
captivity	0.0	0.0	0.594	0.0
captor	0.0	0.531	0.0	0.0
carcass	0.0	0.672	0.653	0.0
carcinoma	0.0	0.703	0.703	0.0
cardiomyopathy	0.0	0.594	0.422	0.0
carefree	0.0	0.0	0.0	0.5
carelessness	0.312	0.0	0.0	0.0
caricature	0.0	0.141	0.0	0.0
carnage	0.814	0.717	0.833	0.0
carnival	0.0	0.0	0.0	0.643
carnivorous	0.0	0.531	0.0	0.0
carol	0.0	0.0	0.0	0.328
carols	0.0	0.0	0.0	0.424
cartridge	0.0	0.281	0.0	0.0
case	0.0	0.094	0.228	0.0
cash	0.039	0.062	0.0	0.406
casket	0.0	0.594	0.656	0.0
castle	0.0	0.0	0.0	0.219
castrate	0.727	0.0	0.0	0.0
casualty	0.594	0.719	0.828	0.0
cataract	0.0	0.25	0.188	0.0
catastrophe	0.735	0.953	0.911	0.0
cathedral	0.0	0.0	0.0	0.266
caution	0.145	0.328	0.0	0.0
cautionary	0.0	0.359	0.0	0.0
cautious	0.0	0.281	0.0	0.0
cautiously	0.0	0.188	0.0	0.0
ceasefire	0.0	0.156	0.0	0.0
celebrate	0.0	0.0	0.0	0.844
celebrated	0.0	0.0	0.0	0.859
celebrating	0.0	0.0	0.0	0.97
celebration	0.0	0.0	0.0	0.929
celebrations	0.0	0.0	0.0	0.833
celebratory	0.0	0.0	0.0	0.818
celebrity	0.026	0.0	0.0	0.342
celestial	0.0	0.0	0.0	0.547
cemetery	0.0	0.541	0.766	0.0
censor	0.424	0.149	0.0	0.0
ceremony	0.0	0.0	0.0	0.455
chaff	0.312	0.172	0.0	0.0
chagrin	0.0	0.0	0.547	0.0
chai	0.0	0.0	0.0	0.156
challenge	0.364	0.281	0.0	0.0
champion	0.0	0.0	0.0	0.641
change	0.0	0.198	0.0	0.0
chant	0.111	0.0	0.0	0.203
chaos	0.515	0.839	0.594	0.0
chaotic	0.576	0.0	0.0	0.0
chargeable	0.0	0.312	0.203	0.0
charitable	0.0	0.0	0.0	0.5
charity	0.0	0.0	0.0	0.406
charmed	0.0	0.0	0.0	0.546
chased	0.0	0.516	0.0	0.0
chasm	0.0	0.375	0.0	0.0
cheat	0.63	0.0	0.0	0.0
checkpoint	0.0	0.172	0.0	0.0
cheer	0.0	0.0	0.0	0.897
cheered	0.0	0.0	0.0	0.773
cheerful	0.0	0.0	0.0	0.906
cheerfulness	0.0	0.0	0.0	0.758
cheering	0.0	0.0	0.0	0.859
cheers	0.0	0.0	0.0	0.773
cheery	0.0	0.0	0.0	0.727
cherish	0.0	0.0	0.0	0.703
chicken	0.0	0.234	0.0	0.0
child	0.0	0.0	0.0	0.466
childhood	0.0	0.0	0.0	0.394
childloss	0.0	0.0	0.812	0.0
chill	0.0	0.0	0.0	0.281
chilled	0.0	0.0	0.0	0.25
chilling	0.0	0.0	0.0	0.227
chilly	0.0	0.0	0.203	0.0
chimera	0.0	0.375	0.0	0.0
chirp	0.0	0.0	0.0	0.25
chirping	0.0	0.0	0.0	0.328
chocolate	0.0	0.0	0.0	0.484
choir	0.0	0.0	0.0	0.391
choke	0.719	0.0	0.682	0.0
cholera	0.0	0.75	0.583	0.0
choral	0.0	0.0	0.0	0.348
chow	0.0	0.0	0.0	0.135
christ	0.0	0.0	0.0	0.5
christian	0.0	0.0	0.0	0.397
christmas	0.0	0.0	0.0	0.609
christmasbreak	0.0	0.0	0.0	0.727
christmaseve	0.0	0.0	0.0	0.656
christmasspirit	0.0	0.0	0.0	0.766
christmassy	0.0	0.0	0.0	0.779
christmastime	0.0	0.0	0.0	0.757
chronic	0.0	0.0	0.5	0.0
chuckle	0.0	0.0	0.0	0.706
church	0.0	0.0	0.0	0.242
circumstances	0.0	0.0	0.0	0.125
civilian	0.0	0.062	0.0	0.0
civilians	0.0	0.062	0.0	0.0
civilized	0.0	0.0	0.0	0.169
claimant	0.182	0.0	0.0	0.0
clamor	0.455	0.0	0.0	0.0
clap	0.0	0.0	0.0	0.25
clarity	0.0	0.0	0.0	0.258
clash	0.783	0.0	0.0	0.0
clashing	0.652	0.578	0.0	0.0
classical	0.0	0.0	0.0	0.106
classics	0.0	0.0	0.0	0.318
claustrophobia	0.0	0.803	0.0	0.0
claustrophobic	0.0	0.765	0.0	0.0
claw	0.485	0.406	0.0	0.0
clean	0.0	0.0	0.0	0.26
cleave	0.0	0.391	0.0	0.0
cliff	0.0	0.5	0.0	0.0
climax	0.0	0.0	0.0	0.636
clinical	0.0	0.312	0.0	0.0
cloak	0.0	0.266	0.0	0.0
closeness	0.0	0.0	0.0	0.552
closure	0.0	0.0	0.195	0.172
clouded	0.0	0.0	0.312	0.0
cloudiness	0.0	0.062	0.0	0.0
clouds	0.0	0.0	0.125	0.0
cloudy	0.0	0.0	0.234	0.0
clown	0.0	0.125	0.0	0.409
clowns	0.0	0.207	0.0	0.0
cobra	0.0	0.703	0.0	0.0
cocaine	0.0	0.0	0.218	0.0
cocoa	0.0	0.0	0.0	0.353
coerce	0.379	0.484	0.0	0.0
coercion	0.515	0.547	0.438	0.0
coffee	0.0	0.0	0.0	0.333
coffin	0.0	0.684	0.672	0.0
cold	0.0	0.0	0.188	0.0
coldness	0.477	0.375	0.391	0.0
coldsweat	0.0	0.438	0.0	0.0
collapse	0.0	0.703	0.469	0.0
collision	0.609	0.0	0.0	0.0
collusion	0.432	0.312	0.469	0.0
coma	0.0	0.656	0.5	0.0
comatose	0.0	0.575	0.562	0.0
combat	0.667	0.728	0.0	0.0
combatant	0.636	0.672	0.0	0.0
combative	0.891	0.625	0.0	0.0
comfort	0.0	0.0	0.0	0.515
comforting	0.0	0.0	0.0	0.636
comfy	0.0	0.0	0.0	0.551
commemorate	0.0	0.0	0.125	0.453
commemoration	0.0	0.0	0.0	0.479
commendable	0.0	0.0	0.0	0.519
committal	0.0	0.0	0.312	0.0
commotion	0.424	0.0	0.0	0.0
communion	0.0	0.0	0.0	0.379
communism	0.531	0.547	0.25	0.0
companion	0.0	0.0	0.0	0.406
compassion	0.0	0.078	0.0	0.0
compensate	0.0	0.0	0.0	0.273
competition	0.0	0.172	0.0	0.0
competitive	0.125	0.0	0.0	0.0
complain	0.469	0.0	0.509	0.0
complaint	0.485	0.0	0.0	0.0
complement	0.0	0.0	0.0	0.647
complete	0.0	0.0	0.0	0.515
completing	0.0	0.0	0.0	0.406
completion	0.0	0.0	0.0	0.547
